epoch,train_loss,train_acc,val_loss,val_acc
1,1.2834974370326027,0.6452881355932203,0.967694466186659,0.8045685279187818
2,0.2617321690179534,0.936677966101695,0.400941887331493,0.9530456852791879
3,0.11900236841278561,0.9722033898305085,0.32594436407089233,0.9536802030456852
4,0.07410651003758786,0.984,0.32251318124345113,0.940989847715736
5,0.06430906460850926,0.983864406779661,0.27626731674078153,0.9562182741116751
6,0.05897002518581132,0.9846779661016949,0.32936179547140443,0.934010152284264
7,0.05685321674912663,0.984406779661017,0.25604284982088255,0.9416243654822335
8,0.049205896153288374,0.9871186440677966,0.2943712270199345,0.9314720812182741
9,0.03422828695329569,0.9902372881355932,0.1437266145260806,0.9765228426395939
10,0.026306773390305245,0.9943050847457627,0.09825285198876095,0.9847715736040609
11,0.0338376383422795,0.9906440677966102,0.23787388719883062,0.9428934010152284
12,0.02261306579827757,0.9947118644067796,0.13944838525074993,0.9727157360406091
13,0.02734056541475199,0.9930847457627119,0.16978303104790335,0.9631979695431472
14,0.057365078317917,0.984135593220339,0.3634783264797956,0.8984771573604061
15,0.04486492624323247,0.9880677966101695,0.13045180672165102,0.9733502538071066
16,0.027014822286316905,0.9933559322033898,0.08260118581241158,0.9898477157360406
17,0.008605879706851506,0.9985084745762712,0.07681578235123969,0.9866751269035533
18,0.02262684112105329,0.9934915254237288,0.16475184942562568,0.9689086294416244
19,0.03158390662074089,0.9902372881355932,0.11284705716643842,0.9784263959390863
20,0.021273943820115875,0.9952542372881356,0.20883191705960308,0.9543147208121827
21,0.01866064084485426,0.9956610169491525,0.1624077820989686,0.9600253807106599
22,0.04801548139018528,0.9869830508474576,0.10557618137770498,0.9822335025380711
23,0.016214469103995016,0.9960677966101695,0.09457999615348535,0.9822335025380711
24,0.03251343761144553,0.9907796610169491,0.11374385140571497,0.9784263959390863
25,0.01761624283760281,0.9952542372881356,0.12070618838374385,0.975253807106599
26,0.021289501789515303,0.9938983050847457,0.07420346416949015,0.983502538071066
27,0.021429999766966044,0.9928135593220339,0.08957915026978187,0.9796954314720813
28,0.0196861197428178,0.9952542372881356,0.10310482021969587,0.9815989847715736
29,0.017308645925531954,0.9947118644067796,0.07661368771631101,0.9873096446700508
30,0.018511859308107424,0.9948474576271187,0.1338334806301267,0.9727157360406091
31,0.01335562847226353,0.9964745762711864,0.143767339513084,0.9663705583756346
32,0.02544386621450974,0.9928135593220339,0.11109306534686064,0.9746192893401016
33,0.015445032037415747,0.9951186440677966,0.07028190157172946,0.9828680203045685
34,0.030570155757463583,0.991864406779661,0.2551954884819573,0.9365482233502538
35,0.026473758284318246,0.992135593220339,0.14523822761277863,0.9695431472081218
36,0.027066473389644238,0.992,0.0894830293650857,0.983502538071066
37,0.014503081384604261,0.9962033898305085,0.073695944163589,0.9860406091370558
38,0.013855748531676955,0.9960677966101695,0.08305867506205317,0.9822335025380711
39,0.017870124331470262,0.9944406779661017,0.07293678216428169,0.9803299492385786
40,0.025479091348284383,0.9937627118644068,0.09379598324371473,0.9784263959390863
41,0.024791028729939865,0.9926779661016949,0.13047991038730303,0.9663705583756346
42,0.014525497172848652,0.9966101694915255,0.04253735934114698,0.9911167512690355
43,0.028396622072842163,0.9925423728813559,0.17766715389520385,0.9574873096446701
44,0.028151624783368433,0.9925423728813559,0.07828808086096938,0.9828680203045685
45,0.005238567548535638,0.9985084745762712,0.051590920676510346,0.9904822335025381
46,0.006609345027324507,0.9985084745762712,0.048334138921750376,0.9923857868020305
47,0.006483803184608282,0.9986440677966102,0.05008898529361196,0.9911167512690355
48,0.006399081100851803,0.9982372881355932,0.05736603646487149,0.9854060913705583
49,0.0162024392855622,0.9959322033898305,0.07366241779424212,0.9847715736040609
50,0.011435699302513721,0.9974237288135593,0.05634400519887506,0.9873096446700508
