epoch,train_loss,train_acc,val_loss,val_acc
1,1.353504595324749,0.4409448818897638,1.1251679842288678,0.6153846153846154
2,0.4363505110496611,0.8976377952755905,0.6433612933525672,0.8461538461538461
3,0.18050311505794525,0.984251968503937,0.4274872816525973,0.9230769230769231
4,0.12705490227759353,0.952755905511811,0.2826991883608011,0.9230769230769231
5,0.09556770230841449,0.9763779527559056,0.2421344702060406,0.9615384615384616
6,0.041321589310807504,0.9921259842519685,0.2765492183657793,0.9230769230769231
7,0.04676298780997438,0.984251968503937,0.20230360787648421,0.9615384615384616
8,0.05297405269788945,1.0,0.2600426312822562,0.9230769230769231
9,0.05729826266591356,0.984251968503937,0.1808222194130604,0.9615384615384616
10,0.018913799735504812,1.0,0.21806213947442862,0.9230769230769231
11,0.037239141586258656,1.0,0.17732952879025385,0.9615384615384616
12,0.009460637804238111,1.0,0.23681949308285347,0.9230769230769231
13,0.0208466231866967,0.9921259842519685,0.2903055176138878,0.9230769230769231
14,0.016949446028553125,1.0,0.29478889216597265,0.9230769230769231
15,0.01486426888869738,0.9921259842519685,0.23509989449611077,0.9230769230769231
16,0.01758728425685815,1.0,0.21599257622773832,0.9230769230769231
17,0.04671121448806421,0.984251968503937,0.21778778387950018,0.9615384615384616
18,0.024509967385431913,0.9921259842519685,0.32437111895817977,0.8846153846153846
19,0.025204804469281295,0.9921259842519685,0.32428978842038375,0.9230769230769231
20,0.07827482410655247,0.984251968503937,0.24284833325789526,0.9230769230769231
21,0.08404024772522017,0.968503937007874,0.5400300341156813,0.8846153846153846
22,0.16175797499540284,0.9448818897637795,0.40668289306072086,0.8846153846153846
23,0.052046239434734104,0.9763779527559056,0.3667430267311059,0.8461538461538461
24,0.048865776553046046,0.984251968503937,0.49716530854885393,0.7692307692307693
25,0.08831607327451856,0.968503937007874,0.28507913878330815,0.8846153846153846
26,0.035070389685199016,0.9921259842519685,0.20025305449962616,0.9615384615384616
27,0.017192486485679025,0.9921259842519685,0.15770491499167222,0.9615384615384616
28,0.04095186439790125,0.984251968503937,0.11415620148181915,0.9615384615384616
29,0.03506539354291488,0.9921259842519685,0.10461576454914533,1.0
30,0.05536642660364861,0.9763779527559056,0.16001286128392586,0.9615384615384616
31,0.0276480040688977,1.0,0.1313086862747486,0.9615384615384616
32,0.08390087461993685,0.9763779527559056,0.10473035447872601,1.0
33,0.020249565483958232,1.0,0.17439132355726683,0.9230769230769231
34,0.009335276956750653,1.0,0.2085389941930771,0.9230769230769231
35,0.013035531441761753,1.0,0.26819631915826064,0.9230769230769231
36,0.0502369392325911,0.984251968503937,0.21748771575781015,0.9230769230769231
37,0.00928240516919672,1.0,0.29346659722236484,0.9230769230769231
38,0.009570711233660462,1.0,0.24212092132522509,0.9230769230769231
39,0.03806706538467895,0.9763779527559056,0.18324854052983797,0.9615384615384616
40,0.026370030508823986,0.9921259842519685,0.4491391640443068,0.8076923076923077
41,0.03432751562827685,0.9921259842519685,0.4929773257328914,0.7692307692307693
42,0.05565968721987694,0.968503937007874,0.36930283789451307,0.8846153846153846
43,0.053191732402568255,0.984251968503937,0.19933746439906266,0.8846153846153846
